source_sample	source_run	bin_id	completeness_checkm2	contamination_checkm2	operational_category
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.219_sub.fa	52.71	3.31	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.220_sub.fa	34.08	4.18	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.229.fa	65.81	6.11	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.230.fa	58.16	11.62	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.231_sub.fa	47.43	2.5	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.233.fa	34.18	5.72	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.235.fa	71.04	13.62	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.236.fa	52.53	7.16	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.239_sub.fa	55.18	10.25	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.24.fa	76.24	4.04	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.241.fa	63.35	5.45	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.242_sub.fa	62.94	12.64	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.243.fa	63.42	12.06	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.245.fa	63.66	14.0	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.247_sub.fa	48.8	8.19	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.248_sub.fa	57.69	16.3	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.250_sub.fa	57.71	6.91	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.253.fa	71.3	17.12	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.256_sub.fa	55.58	16.38	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.259.fa	62.38	20.27	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.264.fa	53.22	6.1	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.271.fa	55.52	10.32	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.272.fa	58.39	6.85	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.275_sub.fa	69.52	14.37	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.283.fa	68.4	15.54	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.29.fa	87.97	6.96	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.290_sub.fa	43.37	3.83	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.291_sub.fa	57.41	10.67	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.292.fa	61.46	9.1	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.293_sub.fa	53.12	6.62	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.296.fa	49.32	9.16	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.302_sub.fa	46.56	8.13	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.304.fa	56.69	10.03	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.305_sub.fa	54.58	6.89	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.306.fa	76.53	22.04	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.31.fa	85.22	11.6	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.319.fa	50.69	4.49	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.32.fa	69.46	3.14	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.320_sub.fa	62.31	12.29	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.324_sub.fa	55.68	6.0	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.327_sub.fa	51.97	7.17	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.334_sub.fa	48.2	6.53	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.341.fa	46.84	4.28	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.347.fa	59.49	10.82	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.353_sub.fa	42.04	12.78	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.354.fa	54.92	10.97	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.356.fa	32.27	4.75	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.357_sub.fa	59.26	11.06	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.360_sub.fa	52.63	8.32	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.363_sub.fa	47.2	9.37	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.364_sub.fa	44.21	7.9	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.365_sub.fa	53.63	9.81	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.368.fa	64.52	17.15	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.369_sub.fa	44.26	5.29	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.373_sub.fa	51.59	6.05	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.374_sub.fa	36.52	7.88	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.375.fa	45.7	7.09	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.38.fa	65.4	7.32	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.381_sub.fa	49.7	6.56	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.382.fa	53.19	7.94	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.384_sub.fa	49.13	9.45	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.387_sub.fa	52.73	9.58	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.388_sub.fa	44.4	4.55	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.393_sub.fa	27.98	0.53	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.395.fa	77.46	23.3	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.403.fa	45.96	6.9	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.41.fa	47.6	2.85	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.42.fa	65.08	2.81	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.43_sub.fa	72.43	7.08	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.44.fa	62.21	12.2	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.5.fa	99.2	1.51	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.50.fa	70.8	10.13	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.52_sub.fa	54.03	4.09	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.53.fa	61.22	2.11	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.55.fa	67.7	5.07	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.59_sub.fa	69.04	1.94	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.6.fa	95.41	3.41	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.62.fa	60.81	3.96	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.65.fa	56.03	2.55	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.69_sub.fa	57.25	8.66	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.70.fa	77.3	12.66	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.72_sub.fa	24.7	0.27	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.73.fa	71.91	6.83	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.75.fa	58.48	2.12	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.77.fa	33.07	2.26	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.78_sub.fa	58.69	4.44	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.81_sub.fa	58.31	2.24	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.83.fa	42.46	1.52	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.85_sub.fa	16.0	0.69	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.88.fa	31.57	2.28	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.89.fa	62.31	7.05	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.90.fa	71.58	10.89	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.91_sub.fa	56.91	4.08	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.93.fa	57.72	2.65	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.98_sub.fa	27.43	1.1	LQ
MG250307	run_20260414_125635	FLYE-CONCOCTRefined-group-group_250307.3_sub.fa	77.51	13.22	LQ
MG250307	run_20260414_125635	FLYE-MaxBin2Refined-group-group_250307.001.fa	75.28	13.46	LQ
MG250307	run_20260414_125635	FLYE-MaxBin2Refined-group-group_250307.002.fa	89.25	28.84	LQ
MG250307	run_20260414_125635	FLYE-MetaBAT2Refined-group-group_250307.2.fa	58.75	8.16	MQ
MG250307	run_20260414_125635	FLYE-MetaBinnerRefined-group-group_250307.1.fa	54.41	5.47	MQ
MG250307	run_20260414_125635	FLYE-SemiBin2Refined-group-group_250307.0.fa	65.85	2.41	MQ
MG250307	run_20260414_125635	METAMDBG-CONCOCTRefined-group-group_250307.17_sub.fa	26.13	2.43	LQ
MG250307	run_20260414_125635	METAMDBG-MaxBin2Refined-group-group_250307.001_sub.fa	100.0	8.17	MQ
MG250307	run_20260414_125635	METAMDBG-MaxBin2Refined-group-group_250307.004_sub.fa	44.61	6.85	LQ
MG250307	run_20260414_125635	METAMDBG-MaxBin2Refined-group-group_250307.007.fa	84.3	28.65	LQ
MG250307	run_20260414_125635	METAMDBG-MaxBin2Refined-group-group_250307.016_sub.fa	31.26	3.8	LQ
MG250307	run_20260414_125635	METAMDBG-MetaBAT2Refined-group-group_250307.1.fa	96.72	35.25	LQ
MG250307	run_20260414_125635	METAMDBG-MetaBAT2Refined-group-group_250307.14_sub.fa	94.06	21.15	LQ
MG250307	run_20260414_125635	METAMDBG-MetaBAT2Refined-group-group_250307.23.fa	50.83	1.1	MQ
MG250307	run_20260414_125635	METAMDBG-MetaBAT2Refined-group-group_250307.34.fa	81.42	2.73	MQ
MG250307	run_20260414_125635	METAMDBG-MetaBinnerRefined-group-group_250307.1.fa	99.66	12.94	LQ
MG250307	run_20260414_125635	METAMDBG-SemiBin2Refined-group-group_250307.3.fa	76.17	1.58	MQ
MG250307	run_20260414_125635	METAMDBG-SemiBin2Refined-group-group_250307.47_sub.fa	62.95	19.04	LQ
MG250307	run_20260414_125635	METAMDBG-SemiBin2Refined-group-group_250307.7.fa	21.78	0.16	LQ
MG211220	run_20260414_125635	FLYE-SemiBin2Refined-group-group_211220.0.fa	76.13	6.94	MQ
MG211220	run_20260414_125635	FLYE-SemiBin2Refined-group-group_211220.1.fa	23.02	0.5	LQ
MG211220	run_20260414_125635	METAMDBG-CONCOCTRefined-group-group_211220.4.fa	70.27	18.0	LQ
MG211220	run_20260414_125635	METAMDBG-CONCOCTRefined-group-group_211220.40_sub.fa	57.44	9.34	MQ
MG211220	run_20260414_125635	METAMDBG-CONCOCTRefined-group-group_211220.45.fa	89.24	30.49	LQ
MG211220	run_20260414_125635	METAMDBG-MaxBin2Refined-group-group_211220.001.fa	48.04	0.11	LQ
MG211220	run_20260414_125635	METAMDBG-MaxBin2Refined-group-group_211220.009_sub.fa	38.3	2.67	LQ
MG211220	run_20260414_125635	METAMDBG-MaxBin2Refined-group-group_211220.017_sub.fa	67.31	30.0	LQ
MG211220	run_20260414_125635	METAMDBG-SemiBin2Refined-group-group_211220.0.fa	87.15	10.18	LQ
MG220224	run_20260414_214141	FLYE-MetaBAT2Refined-group-group_220224.19.fa	35.77	5.98	LQ
MG220224	run_20260414_214141	FLYE-MetaBinnerRefined-group-group_220224.2.fa	38.07	6.81	LQ
MG220224	run_20260414_214141	FLYE-SemiBin2Refined-group-group_220224.3.fa	27.8	1.77	LQ
MG220224	run_20260414_214141	FLYE-SemiBin2Refined-group-group_220224.35.fa	37.86	8.05	LQ
MG220224	run_20260414_214141	METAMDBG-CONCOCTRefined-group-group_220224.12_sub.fa	57.67	8.23	MQ
MG220224	run_20260414_214141	METAMDBG-CONCOCTRefined-group-group_220224.13.fa	76.51	21.8	LQ
MG220224	run_20260414_214141	METAMDBG-CONCOCTRefined-group-group_220224.67.fa	75.16	17.82	LQ
MG220224	run_20260414_214141	METAMDBG-CONCOCTRefined-group-group_220224.71.fa	33.9	2.83	LQ
MG220224	run_20260414_214141	METAMDBG-MaxBin2Refined-group-group_220224.039_sub.fa	47.59	7.35	LQ
MG220224	run_20260414_214141	METAMDBG-MaxBin2Refined-group-group_220224.048_sub.fa	53.88	9.44	MQ
MG220224	run_20260414_214141	METAMDBG-MetaBAT2Refined-group-group_220224.36_sub.fa	26.89	2.49	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBAT2Refined-group-group_220224.62_sub.fa	60.3	12.79	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBAT2Refined-group-group_220224.98_sub.fa	26.42	2.07	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.1.fa	60.01	8.97	MQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.13_sub.fa	61.79	21.36	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.14_sub.fa	48.11	8.54	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.15_sub.fa	43.82	4.78	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.20_sub.fa	34.43	6.5	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.3.fa	51.9	7.21	MQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.5.fa	49.29	6.43	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.7_sub.fa	34.46	4.12	LQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.8.fa	57.38	6.91	MQ
MG220224	run_20260414_214141	METAMDBG-MetaBinnerRefined-group-group_220224.9_sub.fa	61.67	8.48	MQ
MG220224	run_20260414_214141	METAMDBG-SemiBin2Refined-group-group_220224.0.fa	67.38	9.7	MQ
MG220224	run_20260414_214141	METAMDBG-SemiBin2Refined-group-group_220224.1.fa	75.38	9.74	MQ
MG220224	run_20260414_214141	METAMDBG-SemiBin2Refined-group-group_220224.2.fa	52.26	1.08	MQ
MG230906	run_20260414_202323	FLYE-MaxBin2Refined-group-group_230906.011_sub.fa	22.26	0.48	LQ
MG230906	run_20260414_202323	FLYE-MetaBAT2Refined-group-group_230906.13.fa	48.21	9.06	LQ
MG230906	run_20260414_202323	FLYE-SemiBin2Refined-group-group_230906.0.fa	60.77	3.85	MQ
MG230906	run_20260414_202323	FLYE-SemiBin2Refined-group-group_230906.1.fa	48.84	3.03	LQ
MG230906	run_20260414_202323	FLYE-SemiBin2Refined-group-group_230906.2.fa	31.88	5.45	LQ
MG230906	run_20260414_202323	FLYE-SemiBin2Refined-group-group_230906.39_sub.fa	38.2	3.79	LQ
MG230906	run_20260414_202323	METAMDBG-MaxBin2Refined-group-group_230906.007_sub.fa	35.83	4.94	LQ
MG230906	run_20260414_202323	METAMDBG-MaxBin2Refined-group-group_230906.024_sub.fa	48.13	5.6	LQ
MG230906	run_20260414_202323	METAMDBG-MaxBin2Refined-group-group_230906.029.fa	46.5	4.64	LQ
MG230906	run_20260414_202323	METAMDBG-MaxBin2Refined-group-group_230906.033.fa	79.85	29.67	LQ
MG230906	run_20260414_202323	METAMDBG-MetaBAT2Refined-group-group_230906.17_sub.fa	66.5	22.46	LQ
MG230906	run_20260414_202323	METAMDBG-MetaBAT2Refined-group-group_230906.2.fa	54.48	0.21	MQ
MG230906	run_20260414_202323	METAMDBG-MetaBAT2Refined-group-group_230906.20.fa	82.7	37.17	LQ
MG230906	run_20260414_202323	METAMDBG-MetaBAT2Refined-group-group_230906.27.fa	50.63	8.03	MQ
MG230906	run_20260414_202323	METAMDBG-MetaBAT2Refined-group-group_230906.58.fa	69.84	0.53	MQ
MG230906	run_20260414_202323	METAMDBG-MetaBinnerRefined-group-group_230906.1.fa	71.71	12.53	LQ
MG230906	run_20260414_202323	METAMDBG-MetaBinnerRefined-group-group_230906.10.fa	60.12	10.5	LQ
MG230906	run_20260414_202323	METAMDBG-MetaBinnerRefined-group-group_230906.2.fa	59.63	8.21	MQ
MG230906	run_20260414_202323	METAMDBG-MetaBinnerRefined-group-group_230906.3_sub.fa	48.64	8.21	LQ
MG230906	run_20260414_202323	METAMDBG-MetaBinnerRefined-group-group_230906.6_sub.fa	32.87	4.96	LQ
MG230906	run_20260414_202323	METAMDBG-SemiBin2Refined-group-group_230906.54.fa	61.43	15.37	LQ
MG230906	run_20260414_202323	METAMDBG-SemiBin2Refined-group-group_230906.65_sub.fa	62.28	10.6	LQ

